iter	RMSE
0	0.2776991509
1	0.2714821848
2	0.2655365579
3	0.2604910421
4	0.254570311
5	0.2490071615
6	0.2430510097
7	0.2375853089
8	0.2322476735
9	0.2271654328
10	0.2222030696
11	0.2170040954
12	0.2118387311
13	0.2073348241
14	0.2025597108
15	0.1984417443
16	0.1938475284
17	0.1897804477
18	0.185636553
19	0.1814566778
20	0.1775974154
21	0.1736879059
22	0.1698592951
23	0.1661779367
24	0.1624808354
25	0.1591231078
26	0.1557219025
27	0.1523147991
28	0.1489529148
29	0.145816438
30	0.1425391871
31	0.1393892988
32	0.1364912142
33	0.1334843061
34	0.1307739966
35	0.1281676348
36	0.1253624358
37	0.1225602058
38	0.1199391934
39	0.117458833
40	0.1150423142
41	0.1124959766
42	0.1101313079
43	0.1076847075
44	0.1053793046
45	0.1030346816
46	0.100873884
47	0.09871797926
48	0.09671840122
49	0.09475243376
50	0.09282063592
51	0.09095749798
52	0.08898183108
53	0.08698159811
54	0.08521372079
55	0.08333951544
56	0.08171716171
57	0.07998754711
58	0.07843696236
59	0.07675671113
60	0.07524437573
61	0.07374286355
62	0.07224931014
63	0.07084588198
64	0.06945866222
65	0.06810117924
66	0.06669398108
67	0.06533054663
68	0.06403114739
69	0.06283488528
70	0.06172701454
71	0.06043031603
72	0.05933756941
73	0.05818813051
74	0.05703171241
75	0.05593452099
76	0.0548819963
77	0.05386689679
78	0.05294861022
79	0.05189078552
80	0.05100945941
81	0.05003609226
82	0.04909303761
83	0.0482005414
84	0.0472848691
85	0.04639471633
86	0.04552220422
87	0.04470761291
88	0.04384626568
89	0.04309293935
90	0.04231557659
91	0.04155567622
92	0.0408093501
93	0.04010081362
94	0.0393523543
95	0.03862556109
96	0.0379410452
97	0.03722472723
98	0.03657446633
99	0.03596321703
100	0.03535945401
101	0.03475695093
102	0.03417041453
103	0.03362601851
104	0.03305817667
105	0.03252052507
106	0.03199730891
107	0.03147321144
108	0.03098283891
109	0.03052887229
110	0.03009177503
111	0.02968196686
112	0.02924317848
113	0.0287697559
114	0.02833288111
115	0.02788964929
116	0.02749635001
117	0.02710889703
118	0.02669309816
119	0.02629665757
120	0.02590392834
121	0.02554834852
122	0.02518863854
123	0.02485087439
124	0.0244803532
125	0.02417496847
126	0.02384638168
127	0.02354713877
128	0.02323173361
129	0.02294239947
130	0.0226517937
131	0.02235730285
132	0.02206024572
133	0.02179346239
134	0.02153138501
135	0.02126346163
136	0.02099645817
137	0.02075850662
138	0.0205197152
139	0.02026886198
140	0.02004155361
141	0.01984135635
142	0.01962723215
143	0.01944502058
144	0.01924615817
145	0.01905485934
146	0.01885652881
147	0.01865182467
148	0.01847429767
149	0.01827294132
150	0.01808971339
151	0.01793631727
152	0.01776536479
153	0.01765338452
154	0.01747199714
155	0.01731764945
156	0.01717908251
157	0.01701200616
158	0.01685966037
159	0.01670631802
160	0.01655904458
161	0.01649430316
162	0.01643892832
163	0.01629998546
164	0.01616593517
165	0.01601497938
166	0.01587882288
167	0.0157468653
168	0.01561485019
169	0.01550738932
170	0.01539937886
171	0.01526061775
172	0.01514769676
173	0.01503256001
174	0.0149907976
175	0.01488781887
176	0.01477670867
177	0.01468281207
178	0.01464169728
179	0.01452368488
180	0.01441609269
181	0.01436782666
182	0.0142753863
183	0.01418224641
184	0.01408376034
185	0.01398494625
186	0.01392084069
187	0.01383042183
188	0.01376408156
189	0.01365958527
190	0.01360718274
191	0.0135147912
192	0.01347226111
193	0.01337919956
194	0.01332796738
195	0.01328364415
196	0.01319441148
197	0.01314651351
198	0.01306123545
199	0.01299272231
200	0.01293614921
201	0.01287245353
202	0.01282590671
203	0.01274654954
204	0.01266283122
205	0.0126338064
206	0.01259132594
207	0.01256127065
208	0.01252624181
209	0.01243685997
210	0.01240551312
211	0.01233622978
212	0.01228721674
213	0.01225402613
214	0.01222658555
215	0.0121408344
216	0.01210392352
217	0.01206578722
218	0.01203534565
219	0.01199531717
220	0.01195635822
221	0.01189608854
222	0.01186316169
223	0.01181521813
224	0.01178034261
225	0.01173219369
226	0.01168754135
227	0.01163439358
228	0.01155901775
229	0.0114592809
230	0.0113611735
231	0.0113308272
232	0.01126025627
233	0.0112200899
234	0.01118864847
235	0.01115198412
236	0.01111899453
237	0.01108839167
238	0.01106166965
239	0.01101813893
240	0.01096107779
241	0.0109322785
242	0.01085146043
243	0.01077710581
244	0.01075023997
245	0.01070594069
246	0.01067555172
247	0.0106518261
248	0.01062834035
249	0.01060564167
250	0.01052796281
251	0.01050428381
252	0.01047994031
253	0.01039491597
254	0.01037196075
255	0.01034954852
256	0.01031442909
257	0.01024976724
258	0.01022817293
259	0.01014909283
260	0.01007719521
261	0.009992757538
262	0.009971065396
263	0.009952275005
264	0.009930873311
265	0.009857680771
266	0.009785419731
267	0.009709416272
268	0.009688503955
269	0.009668278738
270	0.009593624813
271	0.009574425892
272	0.009556087819
273	0.009537079278
274	0.00951863128
275	0.00945512417
276	0.009435412494
277	0.00938487339
278	0.009317219347
279	0.009299599631
280	0.009282409024
281	0.00921117034
282	0.009147376922
283	0.009083437573
284	0.009032655494
285	0.009006627152
286	0.008943886811
287	0.008920360027
288	0.008902409903
289	0.008846231769
290	0.008830655467
291	0.008815029792
292	0.008798728532
293	0.008777036558
294	0.00876194808
295	0.008701552837
296	0.008686763988
297	0.008625609798
298	0.008609532943
299	0.008595352909
300	0.008581267792
301	0.0085321968
302	0.008517403185
303	0.008499431433
304	0.008437917998
305	0.008423931312
306	0.008407738342
307	0.00839467371
308	0.008336739135
309	0.00828013598
310	0.008228208602
311	0.00821256439
312	0.008196474614
313	0.008163345791
314	0.008147778209
315	0.008133290945
316	0.008121166414
317	0.008105993507
318	0.008064145859
319	0.008050455739
320	0.008006110492
321	0.007992365462
322	0.007978485223
323	0.007929127489
324	0.007881629582
325	0.007870525897
326	0.007858963041
327	0.00781183606
328	0.007756721494
329	0.007745627559
330	0.007704730322
331	0.007652919964
332	0.007641400503
333	0.007630998775
334	0.007574618633
335	0.007533815375
336	0.007501469895
337	0.00745447568
338	0.007407432581
339	0.007372159333
340	0.00736180416
341	0.007334296468
342	0.007322085994
343	0.007285414115
344	0.00725318887
345	0.007218872517
346	0.007209065592
347	0.007200172612
348	0.007160414042
349	0.007118103886
350	0.007104277138
351	0.007094164477
352	0.007085105861
353	0.007075996534
354	0.007067551598
355	0.007021137334
356	0.006988597396
357	0.006952745439
358	0.006908767982
359	0.006899717873
360	0.006880093987
361	0.006871068057
362	0.006838810073
363	0.006799009613
364	0.006762111356
365	0.00673336177
366	0.006719141912
367	0.006707730256
368	0.006693119836
369	0.006667289556
370	0.006635064528
371	0.006609596658
372	0.00658892968
373	0.006559414274
374	0.006533238197
375	0.006512807815
376	0.006484051622
377	0.006470286089
378	0.006442815951
379	0.00642024614
380	0.006390020529
381	0.006382252321
382	0.006351466109
383	0.006343621124
384	0.006310822424
385	0.00627921275
386	0.006272172337
387	0.006245834908
388	0.006219674533
389	0.006212104927
390	0.006185220495
391	0.006162053615
392	0.006129774886
393	0.006106481996
394	0.006098309236
395	0.006075354961
396	0.006068861994
397	0.006047467178
398	0.006022697175
399	0.006014793758
400	0.005992032464
401	0.005963550553
402	0.00594021657
403	0.00591818181
404	0.005912128196
405	0.00588841492
406	0.005865339781
407	0.005858641097
408	0.005839750484
409	0.00583330193
410	0.005826382045
411	0.005815286781
412	0.005793261229
413	0.005770508415
414	0.005744604605
415	0.005731432165
416	0.005710133291
417	0.00570293522
418	0.005685916898
419	0.005668705109
420	0.005662911516
421	0.005644244703
422	0.005621794975
423	0.005615515576
424	0.005609876969
425	0.005579946633
426	0.005573940764
427	0.005568735554
428	0.005554395784
429	0.005549181296
430	0.005543371347
431	0.005516340686
432	0.005511592019
433	0.005486767459
434	0.00546500436
435	0.00544719628
436	0.005422030362
437	0.005404079399
438	0.005398946033
439	0.00537923618
440	0.005352800918
441	0.005334198171
442	0.005305821679
443	0.005300099232
444	0.005285493082
445	0.005279241439
446	0.005260638547
447	0.005254385325
448	0.005236004793
449	0.00523079538
450	0.005225907791
451	0.005208257046
452	0.005193510678
453	0.005178945067
454	0.005161888535
455	0.005133211016
456	0.005128033169
457	0.005109252449
458	0.005096334888
459	0.005090468542
460	0.00507774897
461	0.00505870373
462	0.005040680179
463	0.005024200278
464	0.005013286308
465	0.005008260842
466	0.004997211403
467	0.004992374951
468	0.00497934787
469	0.0049743598
470	0.004961771678
471	0.004942010784
472	0.004931947267
473	0.004926584917
474	0.004921362046
475	0.004916039064
476	0.00488708696
477	0.004883298507
478	0.004869689881
479	0.004850531652
480	0.004836785838
481	0.004832485797
482	0.004827780868
483	0.004813360012
484	0.004797881023
485	0.004790971149
486	0.004769111101
487	0.004756790199
488	0.004737527624
489	0.004728750824
490	0.004722330677
491	0.004718154559
492	0.004710512944
493	0.004701025503
494	0.00469549489
495	0.004691062104
496	0.004685641928
497	0.004673664157
498	0.004668108516
499	0.004656059217
500	0.004649915392
