Date,Close/Last,Volume,Open,High,Low
02/03/2023,$6.08,52353360,$6.095,$6.77,$6.03
02/02/2023,$6.08,49690890,$6.28,$6.45,$5.93
02/01/2023,$5.71,36970920,$5.30,$5.795,$5.27
01/31/2023,$5.35,21881430,$5.10,$5.35,$5.00
01/30/2023,$5.01,34116830,$5.28,$5.34,$4.95
01/27/2023,$5.51,33469610,$5.25,$5.615,$5.101
01/26/2023,$5.28,21597750,$5.50,$5.6099,$5.10
01/25/2023,$5.33,22975090,$5.43,$5.47,$5.28
01/24/2023,$5.50,24293900,$5.95,$5.95,$5.40
01/23/2023,$5.66,34092880,$5.53,$5.92,$5.42
01/20/2023,$5.52,31271940,$5.53,$5.805,$5.45
01/19/2023,$5.52,29734890,$5.47,$5.65,$5.26
01/18/2023,$5.65,62125420,$6.37,$6.55,$5.46
01/17/2023,$6.07,57607180,$5.37,$6.17,$5.06
01/13/2023,$5.06,25920320,$4.84,$5.14,$4.77
01/12/2023,$5.02,41961160,$5.09,$5.35,$4.74
01/11/2023,$4.92,53994970,$4.43,$4.98,$4.31
01/10/2023,$4.06,12844630,$3.91,$4.075,$3.91
01/09/2023,$3.93,17164030,$3.92,$4.02,$3.79
01/06/2023,$3.85,15305410,$3.98,$3.99,$3.77
01/05/2023,$3.96,12757430,$4.03,$4.06,$3.86
01/04/2023,$4.09,17999300,$4.00,$4.155,$3.84
01/03/2023,$3.93,22100500,$4.14,$4.39,$3.8732
12/30/2022,$4.07,18450830,$4.04,$4.09,$3.90
12/29/2022,$4.14,21225350,$3.90,$4.19,$3.86
12/28/2022,$3.84,29744270,$4.01,$4.13,$3.81
12/27/2022,$4.03,21676510,$4.20,$4.21,$4.00
